__name__,prometheus_http_request_duration_seconds_bucket
handler,/api/v1/query_range
instance,localhost:9090
job,prometheus
le,+Inf
__name__,prometheus_http_request_duration_seconds_bucket
handler,/graph
instance,localhost:9090
job,prometheus
le,20
__name__,prometheus_http_request_duration_seconds_bucket
handler,/api/v1/query_range
instance,localhost:9090
job,prometheus
le,0.1
__name__,prometheus_http_request_duration_seconds_bucket
handler,/
instance,localhost:9090
job,prometheus
le,0.4
__name__,prometheus_http_request_duration_seconds_bucket
handler,/api/v1/label/:name/values
instance,localhost:9090
job,prometheus
le,1
__name__,prometheus_http_request_duration_seconds_bucket
handler,/api/v1/query_range
instance,localhost:9090
job,prometheus
le,3
__name__,prometheus_http_request_duration_seconds_bucket
handler,/api/v1/label/:name/values
instance,localhost:9090
job,prometheus
le,+Inf
__name__,prometheus_http_request_duration_seconds_bucket
handler,/graph
instance,localhost:9090
job,prometheus
le,60
__name__,prometheus_http_request_duration_seconds_bucket
handler,/api/v1/query_range
instance,localhost:9090
job,prometheus
le,8
__name__,prometheus_http_request_duration_seconds_bucket
handler,/api/v1/label/:name/values
instance,localhost:9090
job,prometheus
le,120
__name__,prometheus_http_request_duration_seconds_bucket
handler,/api/v1/query_range
instance,localhost:9090
job,prometheus
le,0.4
__name__,prometheus_http_request_duration_seconds_bucket
handler,/graph
instance,localhost:9090
job,prometheus
le,0.1
__name__,prometheus_http_request_duration_seconds_bucket
handler,/
instance,localhost:9090
job,prometheus
le,+Inf
__name__,prometheus_http_request_duration_seconds_bucket
handler,/api/v1/query
instance,localhost:9090
job,prometheus
le,1
__name__,prometheus_http_request_duration_seconds_bucket
handler,/graph
instance,localhost:9090
job,prometheus
le,8
__name__,prometheus_http_request_duration_seconds_bucket
handler,/api/v1/query
instance,localhost:9090
job,prometheus
le,120
__name__,prometheus_http_request_duration_seconds_bucket
handler,/api/v1/query
instance,localhost:9090
job,prometheus
le,0.2
__name__,prometheus_http_request_duration_seconds_bucket
handler,/api/v1/query
instance,localhost:9090
job,prometheus
le,8
__name__,prometheus_http_request_duration_seconds_bucket
handler,/api/v1/query
instance,localhost:9090
job,prometheus
le,3
__name__,prometheus_http_request_duration_seconds_bucket
handler,/api/v1/query_range
instance,localhost:9090
job,prometheus
le,120
__name__,prometheus_http_request_duration_seconds_bucket
handler,/api/v1/query_range
instance,localhost:9090
job,prometheus
le,1
__name__,prometheus_http_request_duration_seconds_bucket
handler,/api/v1/label/:name/values
instance,localhost:9090
job,prometheus
le,0.2
__name__,prometheus_http_request_duration_seconds_bucket
handler,/static/*filepath
instance,localhost:9090
job,prometheus
le,+Inf
__name__,prometheus_http_request_duration_seconds_bucket
handler,/graph
instance,localhost:9090
job,prometheus
le,1
__name__,prometheus_http_request_duration_seconds_bucket
handler,/metrics
instance,localhost:9090
job,prometheus
le,+Inf
__name__,prometheus_http_request_duration_seconds_bucket
handler,/api/v1/query
instance,localhost:9090
job,prometheus
le,0.4
__name__,prometheus_http_request_duration_seconds_bucket
handler,/graph
instance,localhost:9090
job,prometheus
le,3
__name__,prometheus_http_request_duration_seconds_bucket
handler,/api/v1/query
instance,localhost:9090
job,prometheus
le,0.1
__name__,prometheus_http_request_duration_seconds_bucket
handler,/api/v1/label/:name/values
instance,localhost:9090
job,prometheus
le,0.4
__name__,prometheus_http_request_duration_seconds_bucket
handler,/api/v1/label/:name/values
instance,localhost:9090
job,prometheus
le,0.1
__name__,prometheus_http_request_duration_seconds_count
handler,/api/v1/query_range
instance,localhost:9090
job,prometheus
__name__,prometheus_http_request_duration_seconds_count
handler,/graph
instance,localhost:9090
job,prometheus
__name__,prometheus_http_request_duration_seconds_count
handler,/api/v1/label/:name/values
instance,localhost:9090
job,prometheus
__name__,prometheus_http_request_duration_seconds_count
handler,/metrics
instance,localhost:9090
job,prometheus
__name__,prometheus_http_request_duration_seconds_count
handler,/api/v1/query
instance,localhost:9090
job,prometheus
__name__,prometheus_http_request_duration_seconds_count
handler,/static/*filepath
instance,localhost:9090
job,prometheus
__name__,prometheus_http_request_duration_seconds_count
handler,/
instance,localhost:9090
job,prometheus
__name__,prometheus_http_request_duration_seconds_sum
handler,/graph
instance,localhost:9090
job,prometheus
__name__,prometheus_http_request_duration_seconds_sum
handler,/api/v1/label/:name/values
instance,localhost:9090
job,prometheus
__name__,prometheus_http_request_duration_seconds_sum
handler,/
instance,localhost:9090
job,prometheus
__name__,prometheus_http_request_duration_seconds_sum
handler,/metrics
instance,localhost:9090
job,prometheus
__name__,prometheus_http_request_duration_seconds_sum
handler,/api/v1/query_range
instance,localhost:9090
job,prometheus
__name__,prometheus_http_request_duration_seconds_sum
handler,/static/*filepath
instance,localhost:9090
job,prometheus
__name__,prometheus_http_request_duration_seconds_sum
handler,/api/v1/query
instance,localhost:9090
job,prometheus
__name__,prometheus_http_requests_total
code,200
handler,/graph
instance,localhost:9090
job,prometheus
__name__,prometheus_http_requests_total
code,200
handler,/metrics
instance,localhost:9090
job,prometheus
__name__,prometheus_http_requests_total
code,200
handler,/api/v1/query_range
instance,localhost:9090
job,prometheus
__name__,prometheus_http_requests_total
code,200
handler,/static/*filepath
instance,localhost:9090
job,prometheus
__name__,prometheus_http_requests_total
code,302
handler,/
instance,localhost:9090
job,prometheus
__name__,prometheus_http_requests_total
code,404
handler,/static/*filepath
instance,localhost:9090
job,prometheus
__name__,prometheus_http_requests_total
code,200
handler,/api/v1/label/:name/values
instance,localhost:9090
job,prometheus
__name__,prometheus_http_requests_total
code,200
handler,/api/v1/query
instance,localhost:9090
job,prometheus
__name__,prometheus_http_response_size_bytes_bucket
handler,/
instance,localhost:9090
job,prometheus
le,1e+07
__name__,prometheus_http_response_size_bytes_bucket
handler,/api/v1/query
instance,localhost:9090
job,prometheus
le,10000
__name__,prometheus_http_response_size_bytes_bucket
handler,/
instance,localhost:9090
job,prometheus
le,1e+06
__name__,prometheus_http_response_size_bytes_bucket
handler,/api/v1/query_range
instance,localhost:9090
job,prometheus
le,10000
__name__,prometheus_http_response_size_bytes_bucket
handler,/
instance,localhost:9090
job,prometheus
le,1e+09
__name__,prometheus_http_response_size_bytes_bucket
handler,/static/*filepath
instance,localhost:9090
job,prometheus
le,1e+08
__name__,prometheus_http_response_size_bytes_bucket
handler,/api/v1/label/:name/values
instance,localhost:9090
job,prometheus
le,10000
__name__,prometheus_http_response_size_bytes_bucket
handler,/graph
instance,localhost:9090
job,prometheus
le,10000
__name__,prometheus_http_response_size_bytes_bucket
handler,/static/*filepath
instance,localhost:9090
job,prometheus
le,1e+09
__name__,prometheus_http_response_size_bytes_bucket
handler,/static/*filepath
instance,localhost:9090
job,prometheus
le,1e+07
__name__,prometheus_http_response_size_bytes_bucket
handler,/graph
instance,localhost:9090
job,prometheus
le,1e+08
__name__,prometheus_http_response_size_bytes_bucket
handler,/graph
instance,localhost:9090
job,prometheus
le,1e+09
__name__,prometheus_http_response_size_bytes_bucket
handler,/
instance,localhost:9090
job,prometheus
le,1e+08
__name__,prometheus_http_response_size_bytes_bucket
handler,/api/v1/label/:name/values
instance,localhost:9090
job,prometheus
le,1e+06
__name__,prometheus_http_response_size_bytes_bucket
handler,/api/v1/query
instance,localhost:9090
job,prometheus
le,100000
__name__,prometheus_http_response_size_bytes_bucket
handler,/api/v1/label/:name/values
instance,localhost:9090
job,prometheus
le,1e+09
__name__,prometheus_http_response_size_bytes_bucket
handler,/metrics
instance,localhost:9090
job,prometheus
le,1e+06
__name__,prometheus_http_response_size_bytes_bucket
handler,/api/v1/label/:name/values
instance,localhost:9090
job,prometheus
le,100
